timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
2023-06-23T10:00:00,codecarbon,5b28f064-41aa-41a0-9a16-340570aa2664,6549.872420549393,3.0823362045440725,0.4705948462253455,0.1301084040868094,254.355,3750.0,0.0002685932464388,0.6452404186792414,6.614153901487588,7.259662913413267,Spain,ESP,madrid,,,Linux-5.15.0-58-generic-x86_64-with-glibc2.35,3.10.6,6,AMD Ryzen 5 3600 6-Core Processor,,,-3.6934,40.4163,7.762786865234375,machine,N
2023-06-24T11:00:00,codecarbon,7fc9eb83-7812-4cd8-aa86-4d39a462b546,6619.117539405823,3.0288066749897165,0.4575846639613538,0.1382688106160712,269.205,3750.0,0.0002889553945307,3.5993312771325354,4.533967420210442,7.13358765273751,Spain,ESP,sevilla,,,Linux-5.15.0-58-generic-x86_64-with-glibc2.35,3.10.6,6,AMD Ryzen 5 3600 6-Core Processor,,,-3.6934,40.4163,7.762786865234375,machine,N
2023-06-25T12:00:00,codecarbon,fe4f90a2-189a-4cb7-84fa-6e3987431236,7768.069621562958,3.5557181073616944,0.4577350977251249,0.1395628116470856,260.475,3750.0,0.0003397251635867,1.7211094033288828,7.653145062923429,8.374594191415895,Spain,ESP,barcelona,,,Linux-5.15.0-58-generic-x86_64-with-glibc2.35,3.10.6,6,AMD Ryzen 5 3600 6-Core Processor,,,-3.6934,40.4163,7.762786865234375,machine,N
2023-06-30T10:00:00,codecarbon,fe4f90a2-189a-4cb7-84fa-6e3987431236,28371.34846591949,12.96494917937792,0.4569733157009368,0.1304685043776454,278.697,3750.0,0.0012342011069886,2.5766545000085057,27.95776817922792,30.53565688034336,Spain,ESP,madrid,,,Linux-5.15.0-58-generic-x86_64-with-glibc2.35,3.10.6,6,AMD Ryzen 5 3600 6-Core Processor,,,-3.6934,40.4163,7.762786865234375,machine,N
2023-07-01T11:00:00,codecarbon,fe4f90a2-189a-4cb7-84fa-6e3987431236,50393.62513399124,23.122795630453908,0.4588436646296605,0.1313536050822489,255.137,3750.0,0.0021760651209848,4.831771144523105,40.6259464402994,54.45989364994347,Spain,ESP,sevilla,,,Linux-5.15.0-58-generic-x86_64-with-glibc2.35,3.10.6,6,AMD Ryzen 5 3600 6-Core Processor,,,-3.6934,40.4163,7.762786865234375,machine,N
2023-07-02T12:00:00,codecarbon,fe4f90a2-189a-4cb7-84fa-6e3987431236,71412.15585064888,33.01043341141636,0.4622523017013273,0.1410093128074996,266.88100000000003,3750.0,0.0030753311818314,7.3354906711472285,70.40915627380234,77.74772227613141,Spain,ESP,barcelona,,,Linux-5.15.0-58-generic-x86_64-with-glibc2.35,3.10.6,6,AMD Ryzen 5 3600 6-Core Processor,,,-3.6934,40.4163,7.762786865234375,machine,N
2023-07-07T10:00:00,codecarbon,3e1ee839-1299-4bac-ae1a-e6e85d396803,3050.650480031967,1.4627082125437507,0.4794742046386196,0.1357113085696804,305.241,3750.0,0.0001278132673388,0.4068574777588348,3.038053750495115,3.4450390415212886,Spain,ESP,madrid,,,Linux-5.15.0-58-generic-x86_64-with-glibc2.35,3.10.6,6,AMD Ryzen 5 3600 6-Core Processor,,,-3.6934,40.4163,7.762786865234375,machine,N
2023-07-08T11:00:00,codecarbon,3e1ee839-1299-4bac-ae1a-e6e85d396803,6637.150638103485,3.177456816778091,0.4787380895856878,0.13808561046727008,306.178,3750.0,0.0002796849159447521,0.8673093853152932,7.6161063740650805,7.483695444296319,Spain,ESP,sevilla,,,Linux-5.15.0-58-generic-x86_64-with-glibc2.35,3.10.6,6,AMD Ryzen 5 3600 6-Core Processor,,,-3.6934,40.4163,7.762786865234375,machine,N
2023-07-09T12:00:00,codecarbon,5b28f064-41aa-41a0-9a16-340570aa2664,6549.872420549393,3.0823362045440725,0.4705948462253455,0.1301084040868094,254.355,3750.0,0.0002685932464388,0.6452404186792414,5.614153901487588,7.259662913413267,Spain,ESP,barcelona,,,Linux-5.15.0-58-generic-x86_64-with-glibc2.35,3.10.6,6,AMD Ryzen 5 3600 6-Core Processor,,,-3.6934,40.4163,7.762786865234375,machine,N
2023-07-14T10:00:00,codecarbon,5b28f064-41aa-41a0-9a16-340570aa2664,7549.872420549393,4.0823362045440725,0.4705948462253455,0.1301084040868094,254.355,3750.0,0.0002685932464388,4.6452404186792414,6.614153901487588,7.259662913413267,Spain,ESP,madrid,,,Linux-5.15.0-58-generic-x86_64-with-glibc2.35,3.10.6,6,AMD Ryzen 5 3600 6-Core Processor,,,-3.6934,40.4163,7.762786865234375,machine,N
